=============new================
,0.0,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,1.0,3.0,5.0
0.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.1, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.2, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.3, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.4, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.5, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.6, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.7, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.8, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.9, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1.0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
3.0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
5.0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
=============new================
,0.0,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,1.0,3.0,5.0
0.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.1, 20, 0, 2, 3, 1, 3, 6, 7, 3, 2, 3, 9, 7
0.2, 10, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.3, 10, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.4, 10, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.5, 10, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.6, 10, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.7, 10, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.8, 10, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.9, 10, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1.0, 10, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
3.0, 10, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
5.0, 10, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
=============new================
,0.0,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,1.0,3.0,5.0
0.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.1, 20, 0, 10, 3, 1, 3, 6, 7, 3, 2, 3, 9, 7
0.2, 20, 10, 0, 2, 2, 4, 4, 3, 2, 3, 5, 7, 7
0.3, 10, 7, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.4, 10, 9, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.5, 10, 7, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.6, 10, 4, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.7, 10, 3, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.8, 10, 7, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.9, 10, 8, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1.0, 10, 7, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
3.0, 10, 1, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
5.0, 10, 3, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
=============new================
,0.0,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,1.0,3.0,5.0
0.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.1, 20, 0, 10, 11, 1, 3, 6, 7, 3, 2, 3, 9, 7
0.2, 20, 10, 0, 9, 2, 4, 4, 3, 2, 3, 5, 7, 7
0.3, 20, 9, 11, 0, 3, 3, 2, 6, 4, 3, 5, 8, 5
0.4, 10, 9, 8, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.5, 10, 7, 6, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.6, 10, 4, 6, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.7, 10, 3, 7, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.8, 10, 7, 8, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.9, 10, 8, 7, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0
1.0, 10, 7, 5, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0
3.0, 10, 1, 3, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0
5.0, 10, 3, 3, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0
=============new================
,0.0,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,1.0,3.0,5.0
0.0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0
0.1, 20, 0, 10, 11, 8, 3, 6, 7, 3, 2, 3, 9, 7
0.2, 20, 10, 0, 9, 12, 4, 4, 3, 2, 3, 5, 7, 7
0.3, 20, 9, 11, 0, 8, 3, 2, 6, 4, 3, 5, 8, 5
0.4, 18, 12, 8, 12, 0, 5, 1, 4, 1, 6, 4, 5, 6
0.5, 10, 7, 6, 7, 5, 0, 0, 0, 0, 0, 0, 0, 0
0.6, 10, 4, 6, 8, 9, 0, 0, 0, 0, 0, 0, 0, 0
